fidelity,fidelity_sd,fidelity_mcse,fidelity_nvalid,rmse,rmse_sd,rmse_mcse,rmse_nvalid,bias,bias_sd,bias_mcse,bias_nvalid,icc,icc_sd,icc_mcse,icc_nvalid,sign_accuracy,sign_accuracy_sd,sign_accuracy_mcse,sign_accuracy_nvalid,replications,n_obs,n_cycles,total_span_days,factor,level,seed
0.5725033366783054,0.1067808983637765,0.0033767084942848,1000,0.7315734030320422,0.0534761589934091,0.0016910646293647,1000,0.065355597799822,0.1166568766320335,0.0036890143487849,1000,0.4316443215159199,0.0894860198856749,0.0028297964158185,1000,0.7341794871794872,0.070173078039415,0.0022190675702929,1000,1000,10,3,84.0,reference,reference,26083411
0.6945341116635358,0.0795993956797428,0.0025171539072095,1000,0.6969529629038843,0.0384297069411846,0.0012152540374692,1000,0.0516796925557693,0.1097624213283506,0.0034709925289263,1000,0.4563472495163244,0.0669543638504782,0.0021172828905515,1000,0.7933589743589745,0.0658436032391669,0.002082157555882,1000,1000,20,3,84.0,reference,reference,26083421
0.7505707699753457,0.061991145521019,0.0019603321460936,1000,0.6863405649180557,0.0310864419262572,0.0009830396083752,1000,0.0662753412540798,0.1069762944497404,0.00338288746106,1000,0.4623344285332983,0.0546680890912707,0.0017287567685742,1000,0.8251282051282053,0.0563894858989249,0.0017831921152655,1000,1000,30,3,84.0,reference,reference,26083431
0.7831797415466308,0.0564804599641185,0.0017860689678056,1000,0.6821628051036213,0.0301327371933735,0.0009528808166633,1000,0.0509404522388285,0.1059857560811257,0.0033515638875139,1000,0.4638088637765206,0.0520931995506213,0.0016473316118562,1000,0.8451794871794873,0.0569293452628911,0.0018002639673285,1000,1000,40,3,84.0,reference,reference,26083441
0.8125895049943304,0.047522961697206,0.0015028080012011,1000,0.6783186713588052,0.0260489811388843,0.0008237411112564,1000,0.0590925893988572,0.1064774832921392,0.0033671136672568,1000,0.4648399571624081,0.0467446048447827,0.0014781941963405,1000,0.8648974358974361,0.0523026631556693,0.0016539554326448,1000,1000,56,3,84.0,reference,reference,26083457
0.5358601584526634,0.115953092510934,0.0036667587407476,1000,0.7542907504077427,0.0524802278771808,0.0016595705221655,1000,0.0960295149714635,0.1229487837081156,0.0038879819206504,1000,0.3958762863021489,0.0939537286502497,0.002971077772002,1000,0.7132051282051282,0.0725545059423079,0.0022943749328591,1000,1000,10,4,112.0,reference,reference,26083511
0.6538509442476748,0.0861467780596749,0.0027242003175359,1000,0.7240363163281197,0.0389769205205076,0.0012325584502415,1000,0.0922360061737095,0.1085553970100319,0.0034328230685553,1000,0.4126345748040418,0.0684532603241006,0.0021646821588859,1000,0.7674615384615385,0.064494012818185,0.0020394797594955,1000,1000,20,4,112.0,reference,reference,26083521
0.7467060652542211,0.0660656136811524,0.0020891781424922,1000,0.6881683178409471,0.034448754075742,0.0010893652543435,1000,0.0612264485307234,0.1107877553427313,0.0035034164374051,1000,0.4591333142501659,0.058107380303644,0.0018375167062512,1000,0.8233333333333335,0.0624285407545419,0.0019741637978499,1000,1000,30,4,112.0,reference,reference,26083531
0.7834060363706579,0.054723178435606,0.0017304988466032,1000,0.6823387187485632,0.030020810631011,0.0009493413879859,1000,0.0548638475641402,0.1090076309548365,0.0034471239615635,1000,0.4648091966492642,0.0505617251346536,0.0015989021385288,1000,0.8461538461538463,0.0577980858267305,0.0018277359561036,1000,1000,40,4,112.0,reference,reference,26083541
0.8134742609027912,0.0445372351941953,0.0014083910390026,1000,0.6774278516593941,0.0270037751763901,0.000853934349805,1000,0.0558891930227696,0.107201291646902,0.0033900024971619,1000,0.4648407918236872,0.0442397422758534,0.0013989834869053,1000,0.8651282051282053,0.0531003830767589,0.0016791815515001,1000,1000,56,4,112.0,reference,reference,26083557
